deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,target,win_probability
D02943,2023-04-11,2023-06-07,rep_1,FinTech,APAC,Enterprise,Outbound,Closed,7201,57,Lost,0,0.47597860776473194
D02944,2023-07-30,2023-09-07,rep_17,Ecommerce,India,Enterprise,Partner,Proposal,13098,39,Won,1,0.45653973627653777
D02945,2023-02-20,2023-04-18,rep_4,Ecommerce,APAC,Pro,Outbound,Demo,10134,57,Won,1,0.4572438649939857
D02946,2023-10-22,2023-12-24,rep_10,FinTech,North America,Core,Partner,Closed,9996,63,Lost,0,0.4652368534768996
D02947,2023-05-10,2023-08-27,rep_23,HealthTech,India,Core,Inbound,Proposal,5599,109,Won,1,0.4376046944708256
D02948,2023-08-01,2023-10-15,rep_13,FinTech,North America,Enterprise,Outbound,Demo,2835,75,Won,1,0.48107778705036575
D02949,2023-07-24,2023-11-03,rep_13,EdTech,APAC,Core,Referral,Proposal,64536,102,Lost,0,0.4600753324189112
D02950,2023-09-14,2023-10-22,rep_9,FinTech,Europe,Pro,Partner,Qualified,11792,38,Won,1,0.42154716403390946
D02951,2023-11-20,2024-02-22,rep_14,FinTech,North America,Core,Inbound,Negotiation,66422,94,Won,1,0.4986431520811401
D02952,2024-03-11,2024-03-29,rep_25,HealthTech,Europe,Enterprise,Referral,Negotiation,5388,18,Won,1,0.4718417327665444
D02953,2024-02-14,2024-05-06,rep_21,Ecommerce,Europe,Pro,Outbound,Qualified,36476,82,Lost,0,0.4186772892639649
D02954,2023-10-01,2023-11-24,rep_1,SaaS,Europe,Pro,Inbound,Negotiation,62577,54,Lost,0,0.479483099204253
D02955,2024-02-04,2024-05-12,rep_4,FinTech,Europe,Pro,Partner,Closed,2696,98,Lost,0,0.44937935849017063
D02956,2024-03-14,2024-06-25,rep_18,EdTech,Europe,Enterprise,Referral,Proposal,56057,103,Lost,0,0.46623477145765324
D02957,2024-02-21,2024-04-27,rep_11,SaaS,APAC,Enterprise,Inbound,Closed,14880,66,Won,1,0.4517935788326278
D02958,2023-06-06,2023-09-24,rep_14,SaaS,APAC,Pro,Outbound,Negotiation,57366,110,Won,1,0.4537465288418081
D02959,2024-03-03,2024-03-20,rep_16,EdTech,Europe,Enterprise,Inbound,Demo,15798,17,Lost,0,0.4719947473048116
D02960,2023-01-07,2023-01-28,rep_10,Ecommerce,APAC,Enterprise,Partner,Proposal,7885,21,Won,1,0.44273401407702295
D02961,2023-10-27,2023-11-26,rep_18,HealthTech,Europe,Pro,Partner,Demo,73647,30,Won,1,0.4712922776638775
D02962,2024-01-10,2024-03-22,rep_15,FinTech,India,Enterprise,Inbound,Qualified,7885,72,Lost,0,0.4404294968520086
D02963,2023-03-06,2023-06-08,rep_3,HealthTech,North America,Pro,Partner,Negotiation,18424,94,Lost,0,0.4295991160663328
D02964,2023-10-14,2023-11-26,rep_25,HealthTech,Europe,Enterprise,Outbound,Proposal,10846,43,Won,1,0.4512389187122266
D02965,2023-09-05,2023-10-03,rep_19,SaaS,North America,Enterprise,Outbound,Negotiation,19680,28,Lost,0,0.47309653481274094
D02966,2023-01-25,2023-02-18,rep_23,Ecommerce,North America,Core,Partner,Negotiation,55903,24,Won,1,0.47629954372179634
D02967,2023-09-23,2023-12-10,rep_2,SaaS,APAC,Core,Inbound,Negotiation,28486,78,Won,1,0.450163068314007
D02968,2023-09-07,2023-12-16,rep_13,EdTech,APAC,Pro,Inbound,Proposal,2950,100,Lost,0,0.42476806134519896
D02969,2023-02-22,2023-05-14,rep_10,HealthTech,APAC,Pro,Outbound,Proposal,8988,81,Lost,0,0.43021966962601976
D02970,2024-01-10,2024-04-30,rep_8,Ecommerce,India,Pro,Referral,Demo,64103,111,Lost,0,0.49272237477614994
D02971,2023-08-23,2023-08-30,rep_11,HealthTech,Europe,Pro,Inbound,Demo,35859,7,Won,1,0.4792200204261417
D02972,2023-03-22,2023-04-09,rep_25,HealthTech,India,Pro,Inbound,Demo,24036,18,Lost,0,0.48046442740286605
D02973,2023-11-11,2024-01-09,rep_14,EdTech,Europe,Enterprise,Outbound,Closed,5374,59,Lost,0,0.45326877873010146
D02974,2024-02-29,2024-05-19,rep_13,SaaS,Europe,Core,Inbound,Proposal,15526,80,Lost,0,0.444974285252226
D02975,2024-02-29,2024-03-08,rep_2,HealthTech,India,Enterprise,Inbound,Negotiation,5869,8,Won,1,0.4750379418122809
D02976,2023-09-28,2023-12-24,rep_6,FinTech,India,Enterprise,Inbound,Demo,76969,87,Lost,0,0.5175933065942558
D02977,2023-10-20,2024-02-17,rep_5,Ecommerce,India,Enterprise,Partner,Closed,12472,120,Lost,0,0.4407971473127833
D02978,2023-10-04,2023-12-06,rep_16,EdTech,APAC,Pro,Referral,Qualified,10883,63,Lost,0,0.4066086558732107
D02979,2023-06-12,2023-08-14,rep_3,SaaS,Europe,Enterprise,Inbound,Proposal,67244,63,Won,1,0.4757054533581271
D02980,2023-08-17,2023-11-07,rep_7,EdTech,APAC,Core,Outbound,Qualified,5904,82,Won,1,0.38924900857150085
D02981,2023-02-01,2023-03-03,rep_5,Ecommerce,APAC,Pro,Outbound,Demo,3470,30,Won,1,0.4618565139443088
D02982,2023-07-10,2023-09-11,rep_25,FinTech,India,Core,Partner,Proposal,18023,63,Won,1,0.4678875137771541
D02983,2023-02-14,2023-04-17,rep_13,Ecommerce,APAC,Core,Outbound,Negotiation,18605,62,Lost,0,0.4562862335781101
D02984,2023-06-25,2023-09-30,rep_2,EdTech,Europe,Pro,Referral,Qualified,95334,97,Lost,0,0.44085205398557775
D02985,2023-11-04,2023-12-07,rep_5,HealthTech,APAC,Enterprise,Referral,Proposal,6035,33,Won,1,0.45488124197441415
D02986,2023-03-23,2023-07-06,rep_16,HealthTech,Europe,Pro,Outbound,Demo,6256,105,Lost,0,0.4380881588310523
D02987,2023-02-22,2023-03-05,rep_1,SaaS,APAC,Core,Outbound,Qualified,81805,11,Won,1,0.4440612482137005
D02988,2023-05-09,2023-05-20,rep_8,HealthTech,North America,Enterprise,Outbound,Demo,5651,11,Won,1,0.47003402057140725
D02989,2023-10-01,2023-11-12,rep_18,FinTech,APAC,Pro,Outbound,Negotiation,9351,42,Won,1,0.47729649776068866
D02990,2023-08-14,2023-09-02,rep_16,Ecommerce,India,Enterprise,Inbound,Qualified,68717,19,Lost,0,0.4630636313489611
D02991,2023-12-01,2024-02-26,rep_24,HealthTech,North America,Pro,Referral,Proposal,19567,87,Won,1,0.4534272703964193
D02992,2023-12-07,2024-03-12,rep_1,EdTech,Europe,Enterprise,Outbound,Proposal,15595,96,Lost,0,0.44035252669058667
D02993,2023-11-19,2024-03-10,rep_12,SaaS,Europe,Pro,Outbound,Closed,76187,112,Lost,0,0.4697237816719058
D02994,2023-09-27,2023-12-14,rep_20,SaaS,India,Enterprise,Outbound,Negotiation,48960,78,Won,1,0.4782980792629116
D02995,2023-12-13,2024-01-16,rep_20,SaaS,APAC,Enterprise,Referral,Qualified,5049,34,Won,1,0.41722446154154813
D02996,2023-06-26,2023-10-13,rep_1,Ecommerce,India,Pro,Referral,Proposal,2661,109,Won,1,0.4571813504702273
D02997,2023-11-23,2024-02-23,rep_16,Ecommerce,India,Core,Partner,Proposal,5303,92,Lost,0,0.43525007751676154
D02998,2024-02-29,2024-05-18,rep_19,EdTech,North America,Enterprise,Inbound,Closed,6357,79,Lost,0,0.4520719085997496
D02999,2023-04-29,2023-07-12,rep_5,FinTech,APAC,Pro,Referral,Demo,10402,74,Won,1,0.4817043371872906
D03000,2023-05-04,2023-08-05,rep_20,EdTech,APAC,Enterprise,Partner,Closed,3686,93,Won,1,0.41882345401618276
D03001,2023-01-04,2023-02-05,rep_14,EdTech,Europe,Core,Referral,Proposal,13249,32,Lost,0,0.46406353819456864
D03002,2023-01-30,2023-04-12,rep_1,HealthTech,India,Core,Referral,Qualified,39610,72,Lost,0,0.430631653023016
D03003,2023-12-10,2024-02-03,rep_7,HealthTech,Europe,Enterprise,Outbound,Negotiation,71186,55,Won,1,0.48056336721532195
D03004,2023-05-26,2023-08-05,rep_22,Ecommerce,North America,Core,Inbound,Negotiation,6622,71,Lost,0,0.45948656956158307
D03005,2023-01-18,2023-04-12,rep_24,Ecommerce,Europe,Enterprise,Outbound,Qualified,16509,84,Won,1,0.41212043567306067
D03006,2023-07-31,2023-09-15,rep_22,Ecommerce,APAC,Enterprise,Partner,Demo,94844,46,Won,1,0.4830015564092991
D03007,2023-11-19,2023-12-31,rep_16,FinTech,India,Pro,Partner,Demo,23042,42,Won,1,0.48533655687765215
D03008,2023-11-23,2024-02-09,rep_14,Ecommerce,APAC,Pro,Referral,Proposal,4339,78,Won,1,0.45002233006291853
D03009,2024-02-10,2024-03-15,rep_24,EdTech,Europe,Enterprise,Inbound,Qualified,77734,34,Lost,0,0.4439952937334803
D03010,2023-12-04,2024-01-22,rep_18,EdTech,India,Pro,Inbound,Negotiation,4824,49,Won,1,0.4621847774488886
D03011,2023-10-31,2024-01-13,rep_8,EdTech,APAC,Core,Referral,Proposal,16232,74,Lost,0,0.44660210464228645
D03012,2023-09-18,2023-11-04,rep_2,HealthTech,Europe,Core,Referral,Proposal,6123,47,Lost,0,0.4549262140437916
D03013,2023-05-24,2023-07-20,rep_25,HealthTech,APAC,Pro,Referral,Proposal,7241,57,Lost,0,0.44605140994188275
D03014,2023-11-01,2023-12-20,rep_13,FinTech,Europe,Enterprise,Referral,Proposal,33385,49,Won,1,0.4998642837264096
D03015,2023-02-02,2023-02-09,rep_20,EdTech,India,Pro,Inbound,Negotiation,11433,7,Lost,0,0.4769002964274407
D03016,2023-06-03,2023-08-24,rep_9,Ecommerce,India,Enterprise,Inbound,Negotiation,15814,82,Lost,0,0.46984977760619
D03017,2023-12-03,2024-03-13,rep_11,FinTech,Europe,Enterprise,Referral,Qualified,5490,101,Lost,0,0.4311757259128514
D03018,2023-12-24,2024-02-09,rep_21,SaaS,North America,Core,Partner,Qualified,85891,47,Lost,0,0.428803749391425
D03019,2023-03-04,2023-04-20,rep_18,Ecommerce,India,Core,Inbound,Demo,11520,47,Lost,0,0.47749982293826115
D03020,2024-02-22,2024-03-28,rep_11,Ecommerce,Europe,Enterprise,Inbound,Closed,4585,35,Lost,0,0.46966354676187777
D03021,2023-02-24,2023-06-23,rep_4,SaaS,North America,Pro,Inbound,Negotiation,11020,119,Lost,0,0.4418206664349909
D03022,2023-07-17,2023-10-27,rep_25,SaaS,North America,Core,Referral,Closed,58692,102,Lost,0,0.47770227900871537
D03023,2023-11-17,2024-03-03,rep_4,SaaS,Europe,Enterprise,Referral,Closed,2296,107,Lost,0,0.4511794990626939
D03024,2023-09-30,2023-12-02,rep_1,SaaS,North America,Enterprise,Partner,Negotiation,5547,63,Won,1,0.43961533933209446
D03025,2023-11-09,2023-12-04,rep_1,Ecommerce,North America,Enterprise,Referral,Proposal,41356,25,Lost,0,0.4943620710424814
D03026,2023-02-12,2023-03-10,rep_9,SaaS,APAC,Core,Outbound,Demo,3802,26,Lost,0,0.4559862798712256
D03027,2023-01-22,2023-04-11,rep_22,FinTech,India,Pro,Partner,Negotiation,4172,79,Lost,0,0.46371278624543455
D03028,2023-09-25,2023-12-12,rep_1,Ecommerce,India,Core,Inbound,Closed,19736,78,Won,1,0.4707387212498735
D03029,2023-12-20,2024-01-19,rep_2,Ecommerce,APAC,Core,Referral,Demo,24302,30,Lost,0,0.48069562630244134
D03030,2023-06-12,2023-08-20,rep_2,FinTech,North America,Core,Outbound,Negotiation,35450,69,Lost,0,0.4912480306568199
D03031,2024-03-18,2024-06-18,rep_2,HealthTech,APAC,Pro,Referral,Demo,3884,92,Lost,0,0.4436141854055319
D03032,2023-10-25,2024-02-01,rep_10,EdTech,India,Enterprise,Inbound,Qualified,2487,99,Lost,0,0.4028395083542991
D03033,2024-03-09,2024-03-18,rep_18,FinTech,APAC,Pro,Inbound,Negotiation,34121,9,Lost,0,0.49825885286664096
D03034,2023-06-26,2023-07-23,rep_17,FinTech,India,Pro,Inbound,Qualified,8802,27,Won,1,0.45069875727282593
D03035,2023-12-19,2024-04-17,rep_2,SaaS,North America,Enterprise,Referral,Negotiation,53437,120,Lost,0,0.47228690197726736
D03036,2023-02-22,2023-04-02,rep_11,EdTech,APAC,Enterprise,Partner,Closed,11868,39,Won,1,0.437282407911472
D03037,2023-01-16,2023-05-07,rep_14,HealthTech,India,Pro,Partner,Qualified,63570,111,Won,1,0.40381670285270216
D03038,2023-07-23,2023-09-23,rep_21,FinTech,India,Pro,Outbound,Closed,19210,62,Lost,0,0.493900615303601
D03039,2023-11-08,2023-12-20,rep_12,Ecommerce,India,Pro,Outbound,Closed,18897,42,Won,1,0.4802735823341881
D03040,2023-06-11,2023-10-04,rep_25,Ecommerce,North America,Enterprise,Partner,Negotiation,16743,115,Won,1,0.43671923017920056
D03041,2023-04-10,2023-04-22,rep_4,Ecommerce,APAC,Enterprise,Referral,Negotiation,38216,12,Won,1,0.49222455186961495
D03042,2023-09-23,2023-11-09,rep_15,Ecommerce,North America,Core,Referral,Closed,2117,47,Lost,0,0.47477459137104244
D03043,2023-07-18,2023-08-11,rep_10,SaaS,Europe,Pro,Referral,Demo,6424,24,Lost,0,0.47526949198388857
D03044,2024-03-24,2024-06-09,rep_4,Ecommerce,APAC,Pro,Outbound,Qualified,19061,77,Lost,0,0.4056589645781877
D03045,2024-03-05,2024-05-14,rep_12,Ecommerce,Europe,Core,Inbound,Qualified,7601,70,Lost,0,0.40970086736277206
D03046,2024-01-03,2024-01-28,rep_11,Ecommerce,North America,Core,Partner,Demo,10937,25,Won,1,0.4589644662762692
D03047,2024-01-17,2024-05-10,rep_15,HealthTech,North America,Pro,Inbound,Qualified,13061,114,Lost,0,0.39297065136165854
D03048,2023-06-23,2023-10-06,rep_25,FinTech,Europe,Enterprise,Inbound,Demo,13897,105,Won,1,0.47489956184465903
D03049,2023-09-21,2023-11-01,rep_8,EdTech,Europe,Core,Outbound,Closed,63173,41,Won,1,0.48076808350977873
D03050,2023-03-06,2023-06-13,rep_19,EdTech,APAC,Enterprise,Outbound,Demo,3012,99,Lost,0,0.4357711596332228
D03051,2024-01-07,2024-01-27,rep_18,Ecommerce,Europe,Pro,Outbound,Qualified,19441,20,Lost,0,0.4283368798072075
D03052,2023-12-15,2024-04-07,rep_2,HealthTech,North America,Core,Referral,Proposal,5946,114,Lost,0,0.43947136275995125
D03053,2023-09-29,2023-10-24,rep_3,SaaS,North America,Enterprise,Inbound,Closed,94167,25,Won,1,0.5088735895620284
D03054,2023-01-22,2023-05-11,rep_12,Ecommerce,India,Core,Partner,Negotiation,5136,109,Lost,0,0.43638517943210825
D03055,2023-07-05,2023-09-14,rep_25,EdTech,Europe,Core,Referral,Demo,13682,71,Lost,0,0.4621651757071229
D03056,2024-02-26,2024-05-23,rep_7,EdTech,North America,Core,Referral,Proposal,4546,87,Won,1,0.4481472880110584
D03057,2023-09-27,2023-12-29,rep_8,EdTech,APAC,Pro,Outbound,Qualified,17069,93,Lost,0,0.39145851837601126
D03058,2023-10-11,2024-01-20,rep_15,Ecommerce,India,Pro,Referral,Proposal,6184,101,Lost,0,0.4609762050781596
D03059,2023-07-13,2023-10-18,rep_11,SaaS,India,Core,Outbound,Proposal,16852,97,Won,1,0.44965918534973787
D03060,2023-01-29,2023-04-26,rep_18,EdTech,Europe,Core,Partner,Negotiation,48199,87,Lost,0,0.442619535304999
D03061,2024-02-02,2024-05-15,rep_16,EdTech,North America,Pro,Partner,Qualified,32488,103,Lost,0,0.38846596866541083
D03062,2023-04-23,2023-04-30,rep_10,EdTech,Europe,Enterprise,Referral,Proposal,2997,7,Lost,0,0.4696703589352411
D03063,2023-06-06,2023-07-28,rep_20,SaaS,India,Core,Inbound,Qualified,4554,52,Lost,0,0.4160901904657992
D03064,2023-12-16,2024-04-09,rep_6,SaaS,India,Enterprise,Referral,Negotiation,56258,115,Won,1,0.48120976057086146
D03065,2023-01-15,2023-02-02,rep_10,SaaS,India,Pro,Partner,Proposal,2374,18,Won,1,0.4483398275189376
D03066,2024-02-21,2024-05-08,rep_3,Ecommerce,India,Core,Outbound,Closed,89557,77,Lost,0,0.5013703709156798
D03067,2023-03-01,2023-04-23,rep_15,Ecommerce,Europe,Enterprise,Outbound,Demo,16177,53,Lost,0,0.4707771763966167
D03068,2023-09-09,2023-10-22,rep_6,HealthTech,Europe,Enterprise,Partner,Demo,2368,43,Lost,0,0.4389000013704254
D03069,2023-05-16,2023-08-02,rep_22,FinTech,APAC,Enterprise,Outbound,Demo,8225,78,Won,1,0.4722274638488276
D03070,2024-02-13,2024-04-10,rep_9,FinTech,India,Core,Outbound,Negotiation,81813,57,Lost,0,0.5215114210133586
D03071,2023-07-26,2023-09-20,rep_13,HealthTech,Europe,Enterprise,Outbound,Negotiation,4893,56,Won,1,0.45094970066452905
D03072,2023-03-03,2023-06-28,rep_19,HealthTech,India,Enterprise,Outbound,Qualified,7631,117,Lost,0,0.39779576116871346
D03073,2023-09-04,2023-11-21,rep_20,HealthTech,Europe,Core,Partner,Demo,10189,78,Lost,0,0.4295353446974575
D03074,2024-01-05,2024-04-20,rep_13,Ecommerce,India,Core,Partner,Qualified,6802,106,Won,1,0.3912961136991014
D03075,2023-10-06,2023-11-27,rep_7,EdTech,APAC,Enterprise,Inbound,Proposal,10977,52,Lost,0,0.44421062198601136
D03076,2023-02-27,2023-05-11,rep_6,FinTech,North America,Pro,Outbound,Proposal,5547,73,Lost,0,0.47129137747393274
D03077,2023-08-28,2023-11-14,rep_23,HealthTech,India,Pro,Inbound,Closed,19592,78,Lost,0,0.45996114624812956
D03078,2023-02-12,2023-05-18,rep_21,EdTech,APAC,Core,Inbound,Closed,17492,95,Won,1,0.43910304025304087
D03079,2023-11-15,2023-12-23,rep_23,Ecommerce,APAC,Enterprise,Referral,Demo,9710,38,Lost,0,0.47511134583278714
D03080,2023-04-01,2023-06-09,rep_12,SaaS,Europe,Pro,Referral,Negotiation,16514,69,Won,1,0.46425160268617754
D03081,2023-02-06,2023-03-11,rep_3,SaaS,APAC,Core,Inbound,Closed,9463,33,Lost,0,0.45550180193979956
D03082,2023-10-08,2024-01-06,rep_7,HealthTech,North America,Enterprise,Referral,Demo,10935,90,Lost,0,0.46027044710561044
D03083,2024-03-10,2024-05-07,rep_8,SaaS,North America,Pro,Partner,Qualified,2225,58,Won,1,0.3902803776258245
D03084,2023-09-27,2023-10-04,rep_20,HealthTech,North America,Pro,Inbound,Negotiation,11257,7,Won,1,0.46876381211425205
D03085,2023-02-14,2023-02-21,rep_15,SaaS,North America,Pro,Inbound,Proposal,14451,7,Lost,0,0.4686582260137387
D03086,2023-06-25,2023-09-01,rep_19,Ecommerce,India,Enterprise,Outbound,Closed,8438,68,Won,1,0.47101248757867675
D03087,2023-07-18,2023-09-20,rep_6,HealthTech,India,Core,Referral,Qualified,2299,64,Won,1,0.4166288237802093
D03088,2023-06-06,2023-07-11,rep_19,Ecommerce,Europe,Pro,Partner,Closed,13961,35,Lost,0,0.45297063661725123
D03089,2023-11-14,2024-01-20,rep_20,HealthTech,Europe,Pro,Referral,Negotiation,67436,67,Won,1,0.4829142294680949
D03090,2023-01-04,2023-01-26,rep_7,HealthTech,India,Core,Referral,Negotiation,13050,22,Won,1,0.4805576025265467
D03091,2023-09-18,2023-11-07,rep_14,FinTech,North America,Enterprise,Partner,Closed,90259,50,Won,1,0.5076828944162942
D03092,2023-12-11,2024-03-04,rep_10,HealthTech,Europe,Pro,Partner,Closed,16207,84,Lost,0,0.4292818154886729
D03093,2023-05-20,2023-09-17,rep_13,Ecommerce,India,Pro,Referral,Negotiation,3378,120,Lost,0,0.4603969208263767
D03094,2024-02-18,2024-06-15,rep_13,SaaS,APAC,Enterprise,Partner,Negotiation,78254,118,Lost,0,0.4459474676843074
D03095,2023-08-15,2023-11-25,rep_9,EdTech,North America,Enterprise,Outbound,Negotiation,18295,102,Won,1,0.4490958832295176
D03096,2023-05-10,2023-05-20,rep_21,FinTech,APAC,Enterprise,Referral,Closed,3977,10,Lost,0,0.4978622642681796
D03097,2023-06-11,2023-10-08,rep_15,EdTech,APAC,Enterprise,Inbound,Demo,7109,119,Won,1,0.43267897917652687
D03098,2024-01-31,2024-04-08,rep_24,SaaS,APAC,Pro,Outbound,Demo,5068,68,Lost,0,0.44527776320090223
D03099,2023-04-06,2023-07-14,rep_24,SaaS,North America,Enterprise,Partner,Proposal,14669,99,Lost,0,0.42772574362477706
D03100,2024-02-20,2024-06-05,rep_3,EdTech,North America,Enterprise,Referral,Proposal,3813,106,Won,1,0.4456446953481803
D03101,2023-04-22,2023-05-21,rep_2,HealthTech,India,Pro,Outbound,Qualified,12219,29,Lost,0,0.4211388187683814
D03102,2024-03-21,2024-06-04,rep_13,Ecommerce,APAC,Enterprise,Referral,Proposal,6763,75,Lost,0,0.4545959548582586
D03103,2023-05-17,2023-08-20,rep_5,Ecommerce,Europe,Enterprise,Referral,Demo,5228,95,Lost,0,0.46419864322528914
D03104,2023-05-16,2023-06-06,rep_2,FinTech,North America,Core,Referral,Qualified,8879,21,Won,1,0.45507866026774474
D03105,2023-08-12,2023-08-24,rep_13,EdTech,APAC,Enterprise,Referral,Qualified,9805,12,Lost,0,0.4227050393132992
D03106,2023-09-01,2023-11-19,rep_14,FinTech,APAC,Pro,Outbound,Qualified,3656,79,Lost,0,0.4170081231012788
D03107,2023-06-14,2023-08-17,rep_7,EdTech,North America,Pro,Outbound,Closed,82004,64,Lost,0,0.48643517496276867
D03108,2023-07-29,2023-08-09,rep_11,Ecommerce,India,Core,Referral,Negotiation,72885,11,Won,1,0.5214631160656087
D03109,2023-02-13,2023-05-12,rep_6,HealthTech,India,Core,Outbound,Closed,7731,88,Lost,0,0.45082199517853416
D03110,2023-10-19,2023-11-09,rep_21,SaaS,APAC,Enterprise,Inbound,Closed,15564,21,Won,1,0.4646840233054007
D03111,2023-12-25,2024-04-04,rep_1,EdTech,North America,Pro,Inbound,Negotiation,73900,101,Lost,0,0.4719310143977417
D03112,2024-01-24,2024-02-05,rep_14,EdTech,North America,Pro,Inbound,Qualified,5313,12,Lost,0,0.41910018196268617
D03113,2023-08-21,2023-11-03,rep_24,EdTech,Europe,Core,Outbound,Closed,19153,74,Won,1,0.4520340319316704
D03114,2023-05-11,2023-07-23,rep_22,EdTech,North America,Pro,Partner,Proposal,15576,73,Lost,0,0.4300257206003698
D03115,2023-11-14,2023-12-07,rep_15,SaaS,Europe,Enterprise,Referral,Qualified,6211,23,Lost,0,0.4276799286197584
D03116,2024-02-16,2024-03-26,rep_11,SaaS,APAC,Pro,Partner,Closed,84546,39,Won,1,0.469304413179211
D03117,2023-01-22,2023-04-09,rep_7,HealthTech,North America,Pro,Partner,Qualified,6690,77,Lost,0,0.38282662102298554
D03118,2023-08-12,2023-08-19,rep_25,FinTech,North America,Enterprise,Partner,Closed,75486,7,Lost,0,0.5132250035458439
D03119,2023-03-23,2023-04-25,rep_22,SaaS,India,Pro,Outbound,Closed,37082,33,Lost,0,0.4841613033960419
D03120,2023-04-23,2023-05-02,rep_9,FinTech,Europe,Core,Referral,Proposal,12028,9,Lost,0,0.49848824472350406
D03121,2023-11-02,2024-01-30,rep_7,HealthTech,North America,Core,Outbound,Negotiation,4893,89,Lost,0,0.4419339029527313
D03122,2024-03-19,2024-06-14,rep_1,EdTech,Europe,Core,Inbound,Qualified,9530,87,Lost,0,0.3968519478717945
D03123,2023-12-07,2024-02-20,rep_2,EdTech,North America,Enterprise,Inbound,Demo,70398,75,Won,1,0.4832360029416118
D03124,2023-10-18,2023-11-24,rep_23,Ecommerce,Europe,Enterprise,Partner,Proposal,58970,37,Lost,0,0.4678338691636886
D03125,2023-08-16,2023-11-27,rep_24,HealthTech,APAC,Enterprise,Partner,Closed,46813,103,Lost,0,0.4330611135025811
D03126,2023-11-23,2024-02-25,rep_6,Ecommerce,Europe,Enterprise,Outbound,Closed,6311,94,Won,1,0.45324319802730867
D03127,2024-01-27,2024-04-08,rep_4,SaaS,APAC,Core,Partner,Proposal,37236,72,Lost,0,0.4317180964288828
D03128,2023-07-06,2023-10-03,rep_11,EdTech,North America,Core,Inbound,Qualified,88937,89,Lost,0,0.4338133356725489
D03129,2023-09-20,2023-10-12,rep_24,SaaS,India,Pro,Inbound,Proposal,19906,22,Lost,0,0.47312231028425006
D03130,2023-12-12,2024-03-30,rep_19,FinTech,APAC,Enterprise,Inbound,Proposal,87174,109,Won,1,0.49035510131606236
D03131,2023-09-19,2023-12-08,rep_2,HealthTech,APAC,Core,Referral,Proposal,73375,80,Won,1,0.4683579409251191
D03132,2024-03-11,2024-05-09,rep_12,EdTech,North America,Core,Outbound,Demo,66176,59,Lost,0,0.48205402566450706
D03133,2023-12-06,2024-01-01,rep_16,EdTech,APAC,Enterprise,Outbound,Negotiation,12915,26,Won,1,0.45761773278946105
D03134,2023-07-09,2023-08-21,rep_5,EdTech,Europe,Pro,Referral,Negotiation,48419,43,Lost,0,0.48302181183952075
D03135,2023-11-12,2023-11-23,rep_20,EdTech,APAC,Enterprise,Referral,Proposal,19644,11,Won,1,0.4688515621612395
D03136,2023-08-25,2023-10-04,rep_22,SaaS,APAC,Pro,Referral,Demo,2864,40,Lost,0,0.46213332659172446
D03137,2023-03-02,2023-03-28,rep_25,Ecommerce,India,Pro,Partner,Demo,6801,26,Won,1,0.46355009709418005
D03138,2023-11-16,2024-02-24,rep_16,HealthTech,India,Pro,Partner,Demo,5076,100,Lost,0,0.4310909636722939
D03139,2023-04-12,2023-07-31,rep_9,FinTech,India,Enterprise,Inbound,Demo,34834,110,Won,1,0.4923841373295176
D03140,2023-01-29,2023-03-20,rep_12,EdTech,APAC,Pro,Referral,Proposal,4986,50,Won,1,0.448793187619147
D03141,2024-02-15,2024-03-16,rep_22,Ecommerce,India,Pro,Inbound,Proposal,5473,30,Lost,0,0.47118590592174825
D03142,2023-10-14,2024-02-03,rep_3,FinTech,India,Enterprise,Inbound,Closed,59521,112,Lost,0,0.5010987979712979
D03143,2023-05-31,2023-07-02,rep_18,EdTech,Europe,Core,Referral,Negotiation,63205,32,Won,1,0.4922351447749944
D03144,2023-10-26,2023-12-01,rep_3,Ecommerce,North America,Enterprise,Partner,Demo,26058,36,Won,1,0.4656988138525441
D03145,2023-11-27,2024-02-28,rep_7,SaaS,North America,Core,Inbound,Closed,8547,93,Won,1,0.4486760479102613
D03146,2023-07-09,2023-10-31,rep_2,SaaS,Europe,Enterprise,Outbound,Qualified,10650,114,Won,1,0.39499728179468563
D03147,2023-12-29,2024-02-01,rep_6,FinTech,Europe,Enterprise,Referral,Qualified,85506,34,Lost,0,0.4851988686225972
D03148,2023-09-23,2023-10-21,rep_17,EdTech,APAC,Pro,Inbound,Demo,89769,28,Lost,0,0.4919715025666205
D03149,2024-01-21,2024-05-03,rep_5,FinTech,Europe,Pro,Inbound,Proposal,5709,103,Won,1,0.46030595698033344
D03150,2023-04-06,2023-05-20,rep_5,Ecommerce,APAC,Pro,Inbound,Proposal,15126,44,Won,1,0.45492422787443215
D03151,2023-05-12,2023-07-17,rep_14,Ecommerce,Europe,Pro,Partner,Closed,19210,66,Lost,0,0.44663600805887255
D03152,2023-09-23,2023-10-11,rep_20,SaaS,Europe,Pro,Referral,Proposal,15772,18,Lost,0,0.47223933865650874
D03153,2023-09-27,2023-11-30,rep_19,SaaS,APAC,Core,Inbound,Demo,70334,64,Lost,0,0.4754389338743002
D03154,2024-02-19,2024-04-07,rep_7,SaaS,APAC,Core,Outbound,Demo,60757,48,Won,1,0.47502275904205965
D03155,2023-11-17,2024-01-11,rep_9,SaaS,India,Pro,Referral,Negotiation,92813,55,Lost,0,0.511665647060778
